name,iso_num,iso_2,iso_3,ioc_cc,fifa_cc,wiki_data_id,wiki_id
萨尔瓦多,,,,,,Q792,萨尔瓦多
萨摩亚,,,,,,Q683,萨摩亚
葛摩,,,,,,Q970,葛摩
葡萄牙,,,,,,Q45,葡萄牙
蒙古国,,,,,,Q711,蒙古国
蒙特內哥羅,,,,,,Q236,蒙特內哥羅
蒙特塞拉特,,,,,,Q13353,蒙特塞拉特
蒲隆地,,,,,,Q967,蒲隆地
薩巴,,,,,,Q25528,薩巴
蘇格蘭,,,,,,Q22,蘇格蘭
諾魯,,,,,,Q697,諾魯
賽普勒斯,,,,,,Q229,賽普勒斯
贝宁,,,,,,Q962,贝宁
赤道几内亚,,,,,,Q983,赤道几内亚
開曼群島,,,,,,Q5785,開曼群島
阿塞拜疆,,,,,,Q227,阿塞拜疆
阿富汗,004,AF,AFG,AFG,AFG,Q889,阿富汗
阿尔及利亚,,,,,,Q262,阿尔及利亚
阿尔察赫共和国,,,,,,Q244165,阿尔察赫共和国
阿尔巴尼亚,,,,,,Q222,阿尔巴尼亚
阿布哈茲,,,,,,Q23334,阿布哈茲
阿曼,,,,,,Q842,阿曼
阿根廷,,,,,,Q414,阿根廷
阿魯巴,,,,,,Q21203,阿魯巴
香港,,,,,,Q8646,香港
馬提尼克,,,,,,Q17054,馬提尼克
馬紹爾群島,,,,,,Q709,馬紹爾群島
马尔代夫,,,,,,Q826,马尔代夫
马拉维,,,,,,Q1020,马拉维
马来西亚,,,,,,Q833,马来西亚
马耳他,,,,,,Q233,马耳他
马达加斯加,,,,,,Q1019,马达加斯加
马里,,,,,,Q912,马里
黎巴嫩,,,,,,Q822,黎巴嫩
